Rider_ID,Subcounty_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator,Churn_Probability,Churn_Indicator
RID-0321,SC-MATHARE,Mathare,-1.2492340784190072,36.8864501467462,69.4,700.0,0.312,2.44,447.0,267.0,450.0,180.0,0.0972,0,0.3936,0
RID-0322,SC-MAKADARA,Makadara,-1.3072990545908578,36.84321580665322,92.8,844.0,0.294,0.56,580.0,353.0,450.0,227.0,0.0279,0,0.3179,0
RID-0323,SC-STAREHE,Starehe,-1.2958961838804206,36.78567286821248,104.7,1270.0,0.224,0.7,649.0,398.0,450.0,251.0,0.0053,0,0.2953,0
RID-0324,SC-MATHARE,Mathare,-1.2188758574011935,36.84293583268557,96.1,1177.0,0.207,3.5,599.0,365.0,450.0,233.0,0.0181,0,0.4121,1
RID-0325,SC-EMBAKASI,Embakasi,-1.3144250724717155,36.89446373400222,69.1,987.0,0.087,0.43,445.0,266.0,450.0,179.0,0.0076,0,0.1745,0
RID-0326,SC-MAKADARA,Makadara,-1.293851866043818,36.876314744250784,85.4,1049.0,0.139,1.12,538.0,326.0,450.0,212.0,0.0093,0,0.2411,0
RID-0327,SC-MATHARE,Mathare,-1.242790530232805,36.85333845122862,60.6,941.0,0.19,2.04,396.0,234.0,450.0,162.0,0.0255,0,0.2813,1
RID-0328,SC-MATHARE,Mathare,-1.2633424342757282,36.87065159900977,88.6,1271.0,0.231,0.78,556.0,338.0,450.0,218.0,0.0061,0,0.2835,0
RID-0329,SC-MATHARE,Mathare,-1.2649738225236709,36.8971469115204,86.8,960.0,0.214,1.14,546.0,331.0,450.0,215.0,0.0172,0,0.2868,0
RID-0330,SC-MATHARE,Mathare,-1.2501805009672349,36.879697555721,52.0,1046.0,0.258,2.12,347.0,202.0,450.0,145.0,0.0264,0,0.3166,0
RID-0331,SC-MATHARE,Mathare,-1.2467423746266517,36.888469477149705,62.6,1229.0,0.147,2.1,408.0,242.0,450.0,166.0,0.0086,0,0.2605,0
RID-0332,SC-MAKADARA,Makadara,-1.2963795688259259,36.83406336104088,75.8,845.0,0.216,0.96,483.0,290.0,450.0,193.0,0.0247,0,0.267,1
RID-0333,SC-DAGORETTI,Dagoretti,-1.2850062409649472,36.73097286212416,75.5,1312.0,0.101,1.29,481.0,289.0,450.0,192.0,0.0038,0,0.2172,0
RID-0334,SC-KIBRA,Kibra,-1.3255723336349952,36.7967272803751,61.9,694.0,0.179,0.69,403.0,239.0,450.0,165.0,0.0328,1,0.2207,1
RID-0335,SC-DAGORETTI,Dagoretti,-1.2682343385713273,36.74442543153472,85.8,1326.0,0.26,0.7,540.0,328.0,450.0,213.0,0.0057,0,0.2941,0
RID-0336,SC-DAGORETTI,Dagoretti,-1.2868233397480207,36.7780442988927,83.8,925.0,0.246,0.48,529.0,320.0,450.0,209.0,0.0179,0,0.2738,0
RID-0337,SC-KAMUKUNJI,Kamukunji,-1.2801849364102285,36.897033662283604,77.1,951.0,0.318,0.62,490.0,295.0,450.0,195.0,0.0245,0,0.3162,0
RID-0338,SC-MAKADARA,Makadara,-1.2886898070873691,36.82478474481688,68.7,622.0,0.147,0.4,442.0,264.0,450.0,178.0,0.0312,0,0.2006,0
RID-0339,SC-MATHARE,Mathare,-1.2449331675779094,36.87262316769766,95.7,909.0,0.2,2.03,597.0,364.0,450.0,233.0,0.0245,0,0.3307,0
RID-0340,SC-KIBRA,Kibra,-1.2892049449183451,36.7984636270254,104.8,792.0,0.159,0.6,649.0,398.0,450.0,251.0,0.0174,0,0.2525,0
RID-0341,SC-MATHARE,Mathare,-1.2627691196796755,36.84051403527422,72.7,878.0,0.186,0.6,466.0,279.0,450.0,187.0,0.0174,0,0.2319,0
RID-0342,SC-MATHARE,Mathare,-1.2641804651457205,36.847989590915816,70.8,973.0,0.286,0.88,455.0,272.0,450.0,183.0,0.0224,0,0.3001,0
RID-0343,SC-KASARANI,Kasarani,-1.2316104689960945,36.91177156808841,87.4,1192.0,0.244,1.87,549.0,333.0,450.0,216.0,0.0121,0,0.3416,0
RID-0344,SC-MATHARE,Mathare,-1.226601909912972,36.87289343059646,74.6,1042.0,0.292,1.44,476.0,286.0,450.0,190.0,0.0221,0,0.3355,0
RID-0345,SC-MATHARE,Mathare,-1.2839176612407037,36.87389205336441,77.9,1062.0,0.129,1.75,495.0,298.0,450.0,197.0,0.011,0,0.2529,0
RID-0346,SC-MATHARE,Mathare,-1.236067370267087,36.85280434191361,91.1,781.0,0.29,2.67,571.0,347.0,450.0,223.0,0.0679,0,0.4205,0
RID-0347,SC-STAREHE,Starehe,-1.2776803433334583,36.825293763894585,51.4,824.0,0.094,0.3,343.0,200.0,450.0,143.0,0.0139,0,0.1591,0
RID-0348,SC-DAGORETTI,Dagoretti,-1.3086979662616447,36.75696560867688,99.8,1360.0,0.293,1.88,620.0,379.0,450.0,241.0,0.0084,0,0.3935,1
RID-0349,SC-MATHARE,Mathare,-1.2624189629721556,36.87339064887814,81.1,853.0,0.159,1.06,513.0,310.0,450.0,203.0,0.0188,0,0.2446,1
RID-0350,SC-STAREHE,Starehe,-1.2927498435560418,36.816250833993536,73.8,1331.0,0.156,0.67,472.0,283.0,450.0,189.0,0.0037,0,0.2198,0
RID-0351,SC-MATHARE,Mathare,-1.2455523728434446,36.857543336958166,78.7,951.0,0.203,1.86,499.0,301.0,450.0,198.0,0.0224,0,0.303,0
RID-0352,SC-KAMUKUNJI,Kamukunji,-1.2504607229753317,36.83700727628771,79.4,1000.0,0.306,1.07,504.0,304.0,450.0,200.0,0.023,0,0.3332,0
RID-0353,SC-STAREHE,Starehe,-1.2705063054849621,36.84365181663746,54.0,1214.0,0.091,1.39,359.0,210.0,450.0,149.0,0.0057,0,0.1951,0
RID-0354,SC-KASARANI,Kasarani,-1.2483673146586607,36.86478382376038,102.4,1254.0,0.165,1.41,635.0,389.0,450.0,246.0,0.0055,0,0.2877,0
RID-0355,SC-DAGORETTI,Dagoretti,-1.3235131262914017,36.76925168206854,80.6,978.0,0.286,1.43,511.0,308.0,450.0,202.0,0.0253,0,0.3387,0
RID-0356,SC-STAREHE,Starehe,-1.2860371629178489,36.87616398571337,86.6,922.0,0.175,1.43,545.0,331.0,450.0,215.0,0.018,0,0.2759,0
RID-0357,SC-DAGORETTI,Dagoretti,-1.3042849519731476,36.74769102606394,94.3,989.0,0.128,1.42,589.0,359.0,450.0,230.0,0.0114,0,0.257,1
RID-0358,SC-MATHARE,Mathare,-1.2291578009486426,36.905121857763184,64.7,1068.0,0.182,1.12,420.0,249.0,450.0,170.0,0.0118,0,0.242,1
RID-0359,SC-EMBAKASI,Embakasi,-1.268769928467272,36.92416732461186,87.1,1178.0,0.173,1.23,548.0,332.0,450.0,215.0,0.0074,0,0.2665,0
RID-0360,SC-MATHARE,Mathare,-1.2395187494837707,36.87685053898402,76.0,1001.0,0.3,2.15,484.0,291.0,450.0,193.0,0.0328,0,0.3786,0
RID-0361,SC-MATHARE,Mathare,-1.2444327784766673,36.85397628567343,92.7,1124.0,0.263,1.94,580.0,353.0,450.0,227.0,0.0163,0,0.3653,0
RID-0362,SC-STAREHE,Starehe,-1.291363977668446,36.82493251085178,48.1,1328.0,0.201,0.33,325.0,188.0,450.0,137.0,0.0046,0,0.2046,1
RID-0363,SC-MATHARE,Mathare,-1.2634036924504985,36.85593543901346,78.5,1076.0,0.317,0.94,499.0,301.0,450.0,198.0,0.0183,0,0.333,0
RID-0364,SC-MATHARE,Mathare,-1.2460722510508657,36.884106104171416,71.0,1062.0,0.192,2.25,455.0,273.0,450.0,183.0,0.0179,0,0.3043,1
RID-0365,SC-EMBAKASI,Embakasi,-1.308231862274163,36.9295506016211,86.5,696.0,0.094,1.5,544.0,330.0,450.0,214.0,0.0262,0,0.2326,1
RID-0366,SC-MATHARE,Mathare,-1.28283378228267,36.861126810814405,87.1,474.0,0.143,1.44,547.0,332.0,450.0,215.0,0.0625,0,0.258,1
RID-0367,SC-EMBAKASI,Embakasi,-1.3243364464120562,36.86266926765854,69.4,1078.0,0.185,1.61,446.0,267.0,450.0,180.0,0.0134,0,0.2694,1
RID-0368,SC-KAMUKUNJI,Kamukunji,-1.2866536137168538,36.84256504983233,69.3,981.0,0.118,1.21,446.0,266.0,450.0,180.0,0.0117,0,0.216,0
RID-0369,SC-KASARANI,Kasarani,-1.1897310051351573,36.9126162336911,78.3,897.0,0.307,1.39,498.0,300.0,450.0,198.0,0.0357,0,0.3485,1
RID-0370,SC-DAGORETTI,Dagoretti,-1.3134837364865841,36.78108185132668,66.6,1049.0,0.264,0.47,430.0,256.0,450.0,174.0,0.0142,0,0.2633,0
RID-0371,SC-KIBRA,Kibra,-1.2905793260894929,36.79664195406937,92.6,988.0,0.144,0.62,579.0,353.0,450.0,227.0,0.0094,0,0.2316,0
RID-0372,SC-DAGORETTI,Dagoretti,-1.2975296819769966,36.72481121526553,74.5,1226.0,0.222,0.84,475.0,286.0,450.0,190.0,0.0074,0,0.2638,1
RID-0373,SC-KIBRA,Kibra,-1.322444135521421,36.80677497239408,36.4,1017.0,0.253,1.77,258.0,145.0,450.0,113.0,0.0272,0,0.2782,1
RID-0374,SC-STAREHE,Starehe,-1.2373082738813077,36.85586487056545,74.4,851.0,0.306,2.71,475.0,285.0,450.0,190.0,0.0647,0,0.4102,0
RID-0375,SC-DAGORETTI,Dagoretti,-1.3027769884357254,36.72160765133422,64.4,1198.0,0.292,1.31,418.0,248.0,450.0,170.0,0.0136,0,0.3158,1
RID-0376,SC-MATHARE,Mathare,-1.2571822750617758,36.829631212688746,55.5,957.0,0.204,1.46,367.0,215.0,450.0,152.0,0.0216,0,0.2577,0
RID-0377,SC-KAMUKUNJI,Kamukunji,-1.2785366457163043,36.84204794827402,61.4,1105.0,0.266,1.86,401.0,237.0,450.0,164.0,0.0199,0,0.3215,0
RID-0378,SC-DAGORETTI,Dagoretti,-1.3023207300373647,36.712105938654666,81.6,905.0,0.215,1.6,517.0,312.0,450.0,204.0,0.0246,0,0.3022,1
RID-0379,SC-KAMUKUNJI,Kamukunji,-1.2747279978686057,36.83434598320676,99.9,870.0,0.213,1.04,621.0,380.0,450.0,241.0,0.0205,0,0.2977,0
RID-0380,SC-MATHARE,Mathare,-1.2833983367142057,36.80755475573437,84.7,1017.0,0.108,1.18,534.0,323.0,450.0,211.0,0.0092,0,0.2258,1
RID-0381,SC-KIBRA,Kibra,-1.3155502981010128,36.82044503193339,70.9,1003.0,0.11,1.63,455.0,272.0,450.0,183.0,0.0121,0,0.2299,0
RID-0382,SC-MAKADARA,Makadara,-1.2667748157090426,36.85085807486828,86.8,1096.0,0.207,1.31,546.0,331.0,450.0,215.0,0.0115,0,0.2904,0
RID-0383,SC-STAREHE,Starehe,-1.2870442412072356,36.834375485121505,73.1,946.0,0.145,1.44,468.0,281.0,450.0,187.0,0.0157,0,0.2436,0
RID-0384,SC-KAMUKUNJI,Kamukunji,-1.3049677087837657,36.851035837996385,69.6,633.0,0.085,1.03,448.0,267.0,450.0,180.0,0.0284,0,0.1941,0
RID-0385,SC-MAKADARA,Makadara,-1.2846783944323061,36.88453866447769,62.7,913.0,0.253,0.8,408.0,242.0,450.0,166.0,0.0237,0,0.267,0
RID-0386,SC-KAMUKUNJI,Kamukunji,-1.287003081529599,36.84092652499646,53.7,1159.0,0.088,1.35,357.0,209.0,450.0,148.0,0.0066,0,0.1916,0
RID-0387,SC-MATHARE,Mathare,-1.2775596517351313,36.8484623929192,74.2,941.0,0.223,1.65,474.0,284.0,450.0,189.0,0.0241,0,0.3003,1
RID-0388,SC-KASARANI,Kasarani,-1.2245295778380305,36.90734731013632,82.4,951.0,0.209,1.08,521.0,315.0,450.0,206.0,0.0173,0,0.276,0
RID-0389,SC-MAKADARA,Makadara,-1.281728307475335,36.843936420986395,78.6,1197.0,0.313,1.45,499.0,301.0,450.0,198.0,0.0146,0,0.3555,0
RID-0390,SC-KAMUKUNJI,Kamukunji,-1.2551462286208095,36.839577527979145,73.8,858.0,0.196,0.5,471.0,283.0,450.0,189.0,0.0187,0,0.2345,0
RID-0391,SC-EMBAKASI,Embakasi,-1.3104273458869689,36.88505576641704,65.8,691.0,0.095,1.27,426.0,254.0,450.0,173.0,0.0274,0,0.2038,1
RID-0392,SC-MATHARE,Mathare,-1.3084848052054587,36.882680907927224,89.1,968.0,0.212,1.09,559.0,340.0,450.0,220.0,0.0161,0,0.2864,0
RID-0393,SC-MATHARE,Mathare,-1.2452631220581514,36.85937344885764,60.2,903.0,0.282,1.82,394.0,233.0,450.0,161.0,0.0397,0,0.3287,0
RID-0394,SC-MAKADARA,Makadara,-1.2986601856555027,36.87031878435408,91.6,807.0,0.319,1.63,574.0,349.0,450.0,225.0,0.0504,0,0.3876,1
RID-0395,SC-MATHARE,Mathare,-1.2912509171377309,36.85441894645307,65.0,965.0,0.183,0.28,421.0,250.0,450.0,171.0,0.0122,0,0.2106,0
RID-0396,SC-EMBAKASI,Embakasi,-1.2941147064075635,36.87491421153661,68.7,1098.0,0.157,1.25,443.0,264.0,450.0,178.0,0.0098,0,0.2376,0
RID-0397,SC-KAMUKUNJI,Kamukunji,-1.2791288413566673,36.81786836390753,58.0,998.0,0.298,0.5,381.0,225.0,450.0,157.0,0.0204,0,0.2747,0
RID-0398,SC-MATHARE,Mathare,-1.2506714003513295,36.864287170354054,72.5,1061.0,0.126,1.15,464.0,278.0,450.0,186.0,0.0091,0,0.2214,1
RID-0399,SC-MAKADARA,Makadara,-1.3323026363181103,36.88329478708914,94.6,1363.0,0.228,0.92,591.0,360.0,450.0,231.0,0.0045,0,0.2952,0
RID-0400,SC-MAKADARA,Makadara,-1.314691831535961,36.84379495125971,87.7,931.0,0.177,0.33,551.0,335.0,450.0,217.0,0.012,0,0.2327,0
RID-0401,SC-KIBRA,Kibra,-1.3109886160553812,36.80797274698857,94.7,1056.0,0.09,1.55,591.0,360.0,450.0,231.0,0.0081,0,0.2411,0
RID-0402,SC-KAMUKUNJI,Kamukunji,-1.305316436379568,36.84623359699696,87.8,898.0,0.163,0.76,552.0,335.0,450.0,217.0,0.0145,0,0.2422,0
RID-0403,SC-MATHARE,Mathare,-1.2514236699933885,36.87886211214526,63.4,831.0,0.144,1.97,413.0,245.0,450.0,168.0,0.0281,0,0.2538,0
RID-0404,SC-KAMUKUNJI,Kamukunji,-1.2814711688944553,36.837659443218335,75.0,883.0,0.245,1.58,479.0,288.0,450.0,191.0,0.0308,0,0.3119,0
RID-0405,SC-MATHARE,Mathare,-1.2765518044129744,36.866722877660926,68.3,904.0,0.308,1.76,440.0,263.0,450.0,178.0,0.0416,0,0.3535,1
RID-0406,SC-KAMUKUNJI,Kamukunji,-1.306442780239712,36.78657299033011,100.0,1072.0,0.144,0.79,621.0,380.0,450.0,241.0,0.0073,0,0.2464,0
RID-0407,SC-MATHARE,Mathare,-1.2512688039168467,36.88307869682173,62.0,1470.0,0.275,2.38,405.0,240.0,450.0,165.0,0.0078,0,0.3538,0
RID-0408,SC-WESTLANDS,Westlands,-1.3122586487108368,36.779805385905796,93.4,857.0,0.093,0.65,584.0,356.0,450.0,228.0,0.0114,0,0.2075,0
RID-0409,SC-KAMUKUNJI,Kamukunji,-1.272616914779896,36.886149909394234,93.4,917.0,0.209,1.02,584.0,356.0,450.0,228.0,0.0179,0,0.2866,0
RID-0410,SC-KIBRA,Kibra,-1.3145841258464919,36.77043994117541,107.4,987.0,0.097,1.52,664.0,408.0,450.0,256.0,0.0096,0,0.2583,0
RID-0411,SC-MATHARE,Mathare,-1.2636579288220968,36.89249752838297,73.9,1079.0,0.304,1.29,472.0,283.0,450.0,189.0,0.0198,0,0.3355,1
RID-0412,SC-EMBAKASI,Embakasi,-1.3229192835824908,36.884016159866995,90.7,1053.0,0.264,1.42,568.0,346.0,450.0,223.0,0.0173,0,0.3374,1
RID-0413,SC-EMBAKASI,Embakasi,-1.3196548704436406,36.880933427834826,114.2,1257.0,0.238,1.52,703.0,433.0,450.0,270.0,0.0074,0,0.3565,1
RID-0414,SC-MATHARE,Mathare,-1.257546593680104,36.89749356916939,70.7,515.0,0.278,1.96,454.0,272.0,450.0,182.0,0.1227,1,0.3466,1
RID-0415,SC-STAREHE,Starehe,-1.2685384145376792,36.81995292995748,57.0,523.0,0.235,0.45,376.0,221.0,450.0,155.0,0.0665,0,0.236,0
RID-0416,SC-MATHARE,Mathare,-1.2658362253783109,36.83373618382607,51.8,901.0,0.313,1.14,346.0,202.0,450.0,144.0,0.0377,0,0.305,1
RID-0417,SC-MATHARE,Mathare,-1.2423378044570568,36.863443256059746,90.7,1219.0,0.251,2.08,568.0,346.0,450.0,223.0,0.0121,0,0.3615,0
RID-0418,SC-MATHARE,Mathare,-1.2636095982718125,36.9288621513569,51.8,687.0,0.302,1.99,346.0,201.0,450.0,144.0,0.091,0,0.3391,0
RID-0419,SC-STAREHE,Starehe,-1.2690249418326862,36.8099641789981,74.4,450.0,0.204,0.87,475.0,285.0,450.0,190.0,0.0764,0,0.2547,1
RID-0420,SC-MAKADARA,Makadara,-1.3085271519241108,36.882968914183934,86.6,1114.0,0.108,1.08,545.0,330.0,450.0,214.0,0.0065,0,0.2241,0
RID-0421,SC-KAMUKUNJI,Kamukunji,-1.2827345917892445,36.816234440433654,82.8,1049.0,0.207,0.67,523.0,316.0,450.0,207.0,0.0109,0,0.2574,0
RID-0422,SC-KAMUKUNJI,Kamukunji,-1.266615421308496,36.831637118289215,86.4,782.0,0.11,0.89,544.0,330.0,450.0,214.0,0.0175,0,0.2178,0
RID-0423,SC-KIBRA,Kibra,-1.277534044475649,36.80660096131429,83.3,803.0,0.222,1.18,526.0,318.0,450.0,208.0,0.03,0,0.2895,1
RID-0424,SC-MATHARE,Mathare,-1.268946437913175,36.89062032723471,99.2,806.0,0.196,0.83,617.0,377.0,450.0,240.0,0.0217,0,0.2771,1
RID-0425,SC-DAGORETTI,Dagoretti,-1.2916428897894519,36.761055473502445,65.7,1022.0,0.229,1.6,426.0,253.0,450.0,172.0,0.0197,0,0.2915,0
RID-0426,SC-MATHARE,Mathare,-1.2503053436541105,36.84807286690018,69.8,875.0,0.082,1.02,449.0,268.0,450.0,181.0,0.0131,0,0.1929,0
RID-0427,SC-MATHARE,Mathare,-1.2728709966463492,36.88559921635162,68.4,1099.0,0.127,1.07,441.0,263.0,450.0,178.0,0.008,0,0.2148,0
RID-0428,SC-KAMUKUNJI,Kamukunji,-1.2916955066421307,36.83692703073516,92.5,450.0,0.198,1.49,578.0,352.0,450.0,226.0,0.0838,0,0.3001,0
RID-0429,SC-MATHARE,Mathare,-1.279102451586987,36.87347198131187,93.5,829.0,0.308,2.09,584.0,356.0,450.0,228.0,0.0519,0,0.4063,1
RID-0430,SC-KIBRA,Kibra,-1.273749501615137,36.76364934171491,86.8,775.0,0.172,2.14,546.0,331.0,450.0,215.0,0.0358,0,0.3067,0
RID-0431,SC-KIBRA,Kibra,-1.3145156108665448,36.81324441110831,97.8,949.0,0.182,1.74,609.0,372.0,450.0,237.0,0.0179,0,0.3079,1
RID-0432,SC-MAKADARA,Makadara,-1.3015928278249143,36.869047435925,62.3,892.0,0.252,1.8,406.0,241.0,450.0,166.0,0.0353,0,0.3103,1
RID-0433,SC-MATHARE,Mathare,-1.2812478705629375,36.87356614194415,105.0,1160.0,0.225,1.94,650.0,399.0,450.0,252.0,0.0115,0,0.3558,0
RID-0434,SC-KIBRA,Kibra,-1.3187428853000909,36.804714599913595,102.8,628.0,0.152,1.84,638.0,391.0,450.0,247.0,0.0431,0,0.3,1
RID-0435,SC-LANGATA,Lang'ata,-1.326252278968705,36.82179127284038,91.0,1009.0,0.179,2.78,570.0,347.0,450.0,223.0,0.0217,0,0.3475,0
RID-0436,SC-MAKADARA,Makadara,-1.2884073365357285,36.866515926331644,106.7,1112.0,0.132,1.66,660.0,405.0,450.0,255.0,0.008,0,0.2846,0
RID-0437,SC-DAGORETTI,Dagoretti,-1.2891123139684533,36.736936674143784,55.2,1371.0,0.312,1.31,365.0,214.0,450.0,151.0,0.009,0,0.3171,1
RID-0438,SC-KAMUKUNJI,Kamukunji,-1.2782303231307661,36.83909197179722,72.1,904.0,0.111,1.61,462.0,277.0,450.0,185.0,0.0164,0,0.231,0
RID-0439,SC-MAKADARA,Makadara,-1.2966307804746078,36.88635195071216,69.0,1065.0,0.169,0.3,444.0,265.0,450.0,179.0,0.0083,0,0.2084,0
RID-0440,SC-DAGORETTI,Dagoretti,-1.3131308513055928,36.76679757122258,90.8,639.0,0.086,1.47,569.0,346.0,450.0,223.0,0.0293,0,0.2319,0
RID-0441,SC-KIBRA,Kibra,-1.2886576986532026,36.78263862946017,64.2,522.0,0.133,0.41,417.0,248.0,450.0,169.0,0.0411,0,0.1905,1
RID-0442,SC-EMBAKASI,Embakasi,-1.3524370979801719,36.88784356025811,91.4,1169.0,0.267,1.4,572.0,348.0,450.0,224.0,0.012,0,0.3396,1
RID-0443,SC-MATHARE,Mathare,-1.2340601090687777,36.864542638754024,100.6,999.0,0.128,2.64,625.0,382.0,450.0,243.0,0.0163,0,0.3197,0
RID-0444,SC-MATHARE,Mathare,-1.2799860446458982,36.85490450157544,90.4,1236.0,0.099,1.37,567.0,345.0,450.0,222.0,0.0046,0,0.2348,0
RID-0445,SC-KAMUKUNJI,Kamukunji,-1.2681875994699088,36.855934671364025,84.3,725.0,0.194,1.2,531.0,322.0,450.0,210.0,0.0338,0,0.2744,0
RID-0446,SC-EMBAKASI,Embakasi,-1.314778641983394,36.89266351176371,65.2,1104.0,0.082,0.61,422.0,251.0,450.0,171.0,0.0056,0,0.175,0
RID-0447,SC-EMBAKASI,Embakasi,-1.3178351629808764,36.88155179631003,67.3,1374.0,0.1,1.74,435.0,259.0,450.0,176.0,0.0038,0,0.2251,1
RID-0448,SC-MAKADARA,Makadara,-1.2676924862106111,36.853553590615775,98.7,1084.0,0.274,1.38,614.0,375.0,450.0,239.0,0.0155,0,0.3528,0
RID-0449,SC-MATHARE,Mathare,-1.23565682958349,36.89542632103845,91.7,1055.0,0.265,0.74,574.0,349.0,450.0,225.0,0.0136,0,0.3068,1
RID-0450,SC-LANGATA,Lang'ata,-1.330033782037041,36.76136759374564,79.4,1002.0,0.3,2.36,504.0,304.0,450.0,200.0,0.0345,0,0.3945,0
RID-0451,SC-MAKADARA,Makadara,-1.291925398193268,36.85951608787218,73.7,686.0,0.285,0.84,471.0,283.0,450.0,189.0,0.0526,0,0.3012,0
RID-0452,SC-MATHARE,Mathare,-1.2780740372146027,36.871487185634436,49.6,1271.0,0.244,2.07,334.0,194.0,450.0,140.0,0.0122,0,0.3023,1
RID-0453,SC-MATHARE,Mathare,-1.283580795823196,36.88875358776923,63.9,878.0,0.093,0.83,415.0,247.0,450.0,169.0,0.0131,0,0.1856,1
RID-0454,SC-KAMUKUNJI,Kamukunji,-1.2942923459459679,36.84902319311745,108.7,1101.0,0.268,0.42,671.0,412.0,450.0,259.0,0.0098,0,0.3149,0
RID-0455,SC-KIBRA,Kibra,-1.309334242569077,36.77982190052592,60.8,687.0,0.283,0.85,397.0,235.0,450.0,162.0,0.0555,1,0.2847,0
RID-0456,SC-MATHARE,Mathare,-1.2482661239704944,36.855501926867554,82.8,764.0,0.272,1.7,523.0,317.0,450.0,207.0,0.05,0,0.346,0
RID-0457,SC-WESTLANDS,Westlands,-1.247574054050855,36.77308040639506,95.1,1287.0,0.202,3.41,593.0,362.0,450.0,232.0,0.0122,0,0.4021,1
RID-0458,SC-MATHARE,Mathare,-1.2574724084090718,36.903778579981164,61.2,931.0,0.136,2.06,400.0,236.0,450.0,163.0,0.0208,0,0.2509,0
RID-0459,SC-DAGORETTI,Dagoretti,-1.3130066264921114,36.730445100589506,82.8,1291.0,0.283,1.27,523.0,316.0,450.0,207.0,0.0088,0,0.3322,0
RID-0460,SC-KIBRA,Kibra,-1.3047218430068217,36.78859163563879,94.1,984.0,0.255,0.84,588.0,358.0,450.0,229.0,0.0166,0,0.3077,0
RID-0461,SC-KIBRA,Kibra,-1.3079873980145287,36.79478374260295,80.2,632.0,0.315,1.34,508.0,307.0,450.0,202.0,0.0804,0,0.3539,0
RID-0462,SC-STAREHE,Starehe,-1.2623055706287645,36.847193996839124,123.0,1178.0,0.117,0.67,753.0,465.0,450.0,288.0,0.004,0,0.252,0
RID-0463,SC-MAKADARA,Makadara,-1.2918036268614297,36.85517484690763,55.0,882.0,0.134,0.35,364.0,213.0,450.0,151.0,0.0138,0,0.1806,0
RID-0464,SC-MATHARE,Mathare,-1.2465485259759455,36.902997638697904,95.9,1140.0,0.131,2.14,598.0,365.0,450.0,233.0,0.0091,0,0.2922,0
RID-0465,SC-EMBAKASI,Embakasi,-1.3126526749276515,36.88050941390659,77.4,1005.0,0.27,1.6,492.0,296.0,450.0,196.0,0.0234,0,0.3326,1
RID-0466,SC-MATHARE,Mathare,-1.2378583866142605,36.86259237672093,91.6,691.0,0.125,2.58,573.0,349.0,450.0,224.0,0.0427,0,0.3031,0
RID-0467,SC-MATHARE,Mathare,-1.3034533909202808,36.88194843354301,86.6,1033.0,0.096,0.6,545.0,330.0,450.0,214.0,0.0067,0,0.2004,0
RID-0468,SC-KAMUKUNJI,Kamukunji,-1.2957065637190783,36.843189334353916,69.0,1439.0,0.32,1.06,444.0,265.0,450.0,179.0,0.0064,0,0.3282,1
RID-0469,SC-MATHARE,Mathare,-1.2533603933886197,36.86880999359558,83.4,1099.0,0.086,1.0,527.0,319.0,450.0,208.0,0.0061,0,0.2068,0
RID-0470,SC-EMBAKASI,Embakasi,-1.2958109636572193,36.8912902725886,52.1,988.0,0.28,0.65,348.0,203.0,450.0,145.0,0.0211,0,0.264,0
RID-0471,SC-WESTLANDS,Westlands,-1.2547378840364782,36.794809066448316,89.0,1215.0,0.168,1.28,559.0,339.0,450.0,219.0,0.0065,0,0.2679,0
RID-0472,SC-EMBAKASI,Embakasi,-1.2952237903822499,36.91230734968026,84.5,1042.0,0.282,1.48,533.0,323.0,450.0,210.0,0.0204,0,0.3442,0
RID-0473,SC-DAGORETTI,Dagoretti,-1.311708774040892,36.7657196423235,89.6,1042.0,0.213,1.38,562.0,341.0,450.0,220.0,0.0142,0,0.3008,0
RID-0474,SC-KAMUKUNJI,Kamukunji,-1.295719268902281,36.86116115596562,95.9,782.0,0.296,1.1,598.0,365.0,450.0,233.0,0.0405,0,0.3503,1
RID-0475,SC-MATHARE,Mathare,-1.2526542537319731,36.9017636735359,85.5,1047.0,0.302,2.6,539.0,326.0,450.0,212.0,0.0319,0,0.4176,0
RID-0476,SC-EMBAKASI,Embakasi,-1.314469319647437,36.893013664077635,82.2,1207.0,0.082,0.58,520.0,314.0,450.0,206.0,0.0037,0,0.1891,0
RID-0477,SC-DAGORETTI,Dagoretti,-1.2933883921177545,36.737936404343316,66.8,833.0,0.098,1.06,432.0,257.0,450.0,175.0,0.0165,0,0.1988,0
RID-0478,SC-MATHARE,Mathare,-1.244001161961159,36.83267378783127,69.3,1285.0,0.14,1.46,446.0,266.0,450.0,180.0,0.0054,0,0.2377,0
RID-0479,SC-EMBAKASI,Embakasi,-1.331073648382927,36.87864394156841,97.8,982.0,0.241,0.42,609.0,372.0,450.0,237.0,0.0133,0,0.2842,1
RID-0480,SC-MATHARE,Mathare,-1.2409938481605285,36.89921226745164,101.5,822.0,0.293,1.41,630.0,386.0,450.0,245.0,0.0381,0,0.3718,0
RID-0481,SC-STAREHE,Starehe,-1.2770889843707494,36.8216235655362,76.4,1200.0,0.19,0.44,487.0,293.0,450.0,194.0,0.006,0,0.2319,0
